  11,8101011110111010
  21,6400000000100000
  31,8000110010110101
  41,7801111010110101
  51,6600000010110000
  61,6700000010110000
  71,5800000000100000
  81,6500000000100000
  91,7100100010110101
 101,6300000010100001
 111,5500000000100000
 121,7000000010101100
 131,6010000010111100
 141,6200001000100000
 151,8101111111111111
 161,6900000010100100
 171,7000000000100000
 181,6000000000100000
 191,5500000000100010
 201,7000010110111101
 211,6400000000100000
 221,6000000000100000
 231,5600000000000000
 241,5900000000000000
 251,6300000000000000
 261,6000000000100000
 271,7501000000101010
 281,6400000000000000
 291,5900000000000000
 301,7400000000111010
 311,6200010000110000
 321,5700000000000000
 331,8401000010111101
 341,7500100110111111
 351,6300000000000000
 361,6300000010100000
 371,5800000000000000
 381,7000000010100000
 391,8900111110111111
 401,7801100010110000
 411,7100110000100000
 421,7910011010110110
 431,6510010000101000
 441,8700101010111111
 451,6510111010100000
 461,7710000000100100
 471,6910000000100000
 481,5210000000100000
 491,7010100010110011
 501,8001101010110110
 511,7100010000101000
 521,8001010010110111
 531,6800000001000000
 541,8611101110110111
 551,8801110110111111
 561,8001000110110101
 571,6400000010101000
 581,7601000000000100
 591,8600010110111111
 601,6100000000100000
 611,8201000010111101
 621,6700010101000000
 631,8501011010111111
 641,5800000000000000
 651,7000000010110101
 661,8501111010111111
 671,6500000000100000
 681,9001111010111111
 691,8200101111111101
 701,7111000011100001
 711,9211000110011111
 721,6701000000101000
 731,6910001010110000
 741,7410100010100101
 751,6010000010101000
 761,8011100010010110
 771,7901001010010100
 781,7801110000011001
 791,7910100010110100
 801,8311001010110110
 811,7201000010110000
 821,6401010000100000
 831,6110000000001100
 841,7110001110111111
 851,7410000000111101
 861,5600000000101000
 871,8400111110111111
 881,6710100110111000
 891,8010000111111111
 901,6000000000100000
 911,7500010010111101
 921,8300101010111111
 931,6010000000001111
 941,5710000000010000
 951,6801100010010101
 961,7200010010010000
 971,6310000001000010
 981,8001011111111101
 991,6601000000100100
1001,6100000000000000
1011,7011000010100101
1021,6301000010000000
1031,6700010010001000
1041,6010000000111000
1051,6500000000100000
1061,7001010000010000
1071,6400000000101000
1081,5800000000001100
1091,7610010100111100
1101,7600000010010101
1111,6300000000100000
1121,6310011010000100
1131,7200000010100101
1141,8300001110001111
1151,7300000010101110
1161,6010000000001010
1171,7010000010110000
1181,5700000000000110
1191,8301011111111111
1201,6100000000101000
1211,7800010000011110
1221,6100001010011100
1231,6200001110000000
1241,6100000010010100
1251,7000001110111010
1261,6601110000111011
1271,7800001010110100
1281,7010110010011101
1291,7000000000100101
1301,6800010000001000
1311,5300000100000010
1321,7110110110111111
1331,6500110110111000
1341,6111100000100000
1351,6701010010110000
1361,5900000000000011
1371,7600000000110000
1381,7800000000101100
1391,6401000000101010
1401,6801010010110000
1411,6310000001000001
1421,6701010010110000
1431,6900010000001000
1441,5200000100000010
1451,7510110110111111
1461,6500110110111000
1471,6011100000100000
1481,6701010010110000
1491,6210000001000001
1501,6510010010111000
1511,7700010010110100
1521,7810000010110111
1531,5700000000000000
1541,7410010110111011
1551,6610010010110010
1561,5700000000000000
1571,8000000010111100
1581,6200000000111000
1591,5610000000100000
1601,7300100010111000
1611,6000000000000000
1621,8200001010111111
1631,8010000010101000
1641,8500011011111111
1651,6910100010110000
1661,5900000000000000
1671,7300000010011000
1681,7000000000110000
1691,6000010010000000
1701,6410010010101000
1711,5710000000000000
1721,5900100000101000
1731,6910000000100001
1741,7211000010110101
1751,6800000010000100
1761,7511000110110101
1771,8111101110111111
1781,6310000000001000
1791,7010000110000100
1801,7811101110111111
1811,7511001110110101
1821,6010000100001000
1831,6510000100101100
1841,8011101111111111
1851,5700000000000000
1861,6700000000000100
1871,7911111111111111
1881,8011101111111111
1891,7200100000010000
1901,6300000000000000
1911,5900000000000000
1921,5900000000000000
1931,7300000010111000
1941,5500010000001000
1951,6000000010100100
1961,6010000000100000
1971,7701000010110010
1981,7210010110000101
1991,7300000010110000
2001,6010000000000000
2011,8811011110111111
2021,9200011110111111
2031,7300101010101111
2041,5810001000100010
2051,9501101111111111
2061,6510000000000000
2071,9200010011111111
2081,6310000000000000
2091,6010000000000000
2101,5700000000000000
2111,5800000000000000
